 FK6  ,        Name        ,      alpha      ,       delta      ,     mu    alp,     mu    delta,    p   ,    mag
4162,                    ,  1 46 58.357512 ,  -13 53 19.37116 , +   27.32 , +    9.27 ,   10.0 ,  6.70  
4163,                    ,  1 47  9.106531 ,  +10 50 39.25837 , +    7.38 , -   10.84 ,    3.8 ,  7.05  
2119,                    ,  1 47 48.013917 ,  +46 13 47.09910 , +   13.19 , -   55.49 ,   17.1 ,  6.33  
2121,                    ,  1 48 26.018992 ,  + 3 41  7.61363 , -    8.30 , +   18.32 ,    9.9 ,  5.91  
2120,                    ,  1 48 41.562764 ,  +32 41 24.75171 , -  167.34 , +  296.96 ,   36.6 ,  5.78  
4165,                    ,  1 49   .337216 ,  + 1 19 53.50153 , +   18.97 , -    5.54 ,   10.2 ,  7.37  
4166,                    ,  1 49 14.714838 ,  +41 59 20.87708 , -   18.67 , -    9.24 ,    6.2 ,  8.69  
4168,                    ,  1 50  1.032391 ,  - 6 42 59.93854 , +   24.95 , +   33.62 ,    6.9 ,  8.73  
2123,                    ,  1 50 54.435077 ,  -50 12 22.09247 , -   47.88 , -    3.98 ,   13.3 ,  5.94  
4169,                    ,  1 51 32.253605 ,  +18 30 29.29996 , -    2.30 , -    9.85 ,    7.0 ,  8.30  
4170,                    ,  1 52 21.706947 ,  -39 24 59.04814 , +    9.82 , -   29.70 ,    2.8 ,  7.83  
2125,                    ,  1 52 52.112596 ,  -16 55 45.30232 , +   40.96 , -   52.30 ,    9.8 ,  5.78  
2126,                    ,  1 53  6.198143 ,  - 1 19 37.00613 , -  187.84 , -  350.53 ,   26.5 ,  7.43  
2127,                    ,  1 53 23.172785 ,  -38 35 40.67427 , +  128.71 , +   29.46 ,    8.6 ,  6.09  
4171,                    ,  1 53 59.063227 ,  +84 19 48.02058 , +   42.86 , +    5.25 ,    7.0 ,  8.90  
4172,                    ,  1 54  6.117356 ,  +66 10 34.29573 , -   43.76 , -  140.15 ,   45.1 ,  8.47  
2128,                    ,  1 54 22.149090 ,  + 8 46 51.78968 , +    8.94 , +    4.39 ,    1.3 ,  6.60  
4173,                    ,  1 55 41.975485 ,  -84 45  4.16459 , +   16.43 , +    3.09 ,    2.3 ,  6.97  
2134, sigma Hyi          ,  1 55 50.548413 ,  -78 20 54.77196 , +  103.07 , +   53.34 ,   24.2 ,  6.15  
2130, 7 Ari              ,  1 55 51.039287 ,  +23 34 38.35614 , +   11.39 , -    9.06 ,    6.2 ,  5.76  
4174,                    ,  1 56 14.650680 ,  -18 37  3.05097 , -   16.17 , +    1.18 ,    4.9 ,  8.78  
2131, 56 Cet             ,  1 56 40.197753 ,  -22 31 36.42180 , +   61.86 , -   29.73 ,    8.1 ,  4.92  
4175,                    ,  1 56 44.343732 ,  +46 31 26.03595 , +    2.88 , -    7.83 ,    2.4 ,  8.74  
4176,                    ,  1 57  5.754174 ,  +24 44  9.73918 , +   64.42 , +    5.34 ,    6.0 ,  8.88  
4178,                    ,  1 58  3.771726 ,  +31  8  3.76966 , -   44.14 , -   45.81 ,    5.8 ,  6.94  
2136,                    ,  1 59 25.884867 ,  +12 17 41.52273 , +    7.31 , -   37.12 ,   12.1 ,  6.09  
4179,                    ,  1 59 34.164541 ,  +55 42 52.95820 , +   19.57 , -   14.11 ,    2.8 ,  7.82  
2137,                    ,  1 59 41.128370 ,  -66  3 59.61216 , +   33.84 , +    5.88 ,    7.6 ,  6.09  
4180,                    ,  2  0   .819244 ,  -29  3 37.09657 , +   33.19 , +    8.66 ,    5.6 ,  9.28  
3974,                    ,  2  0 37.354413 ,  -82 30 30.92560 , -    0.08 , -   11.32 ,    5.5 ,  8.05  
2138, chi Phe            ,  2  1 42.376394 ,  -44 42 48.63309 , -   31.64 , -   48.89 ,    8.7 ,  5.15  
2144,                    ,  2  1 52.326738 ,  -74 26 44.62408 , +    1.33 , -   15.30 ,    1.4 ,  6.80  
4182,                    ,  2  1 56.612793 ,  -16 34  7.77678 , +   22.51 , -    3.91 ,    5.1 ,  7.71  
4183,                    ,  2  2  7.177028 ,  +22  6 14.76241 , +    7.29 , -   51.52 ,   18.5 ,  7.21  
4184,                    ,  2  2 10.727638 ,  -45 50  7.96204 , +   54.39 , -    3.31 ,   14.8 ,  7.71  
4185,                    ,  2  2 32.914460 ,  -59 50 37.32828 , +   18.88 , -   28.90 ,    4.7 ,  9.03  
4186,                    ,  2  2 41.392021 ,  + 3 50 50.57444 , +    0.77 , +    8.85 ,    4.8 ,  8.97  
2140,                    ,  2  2 51.735460 ,  -23 53 11.86186 , -   39.74 , -   31.97 ,    3.4 ,  6.30  
2141,                    ,  2  2 58.569027 ,  -15 18 21.35469 , +   25.55 , +    7.40 ,    9.9 ,  5.87  
2142, 60 Cet             ,  2  3 11.650403 ,  + 0  7 42.62055 , +   76.66 , +   21.26 ,   11.3 ,  5.42  
2143,                    ,  2  3 40.488500 ,  - 4  6 12.65791 , +    6.98 , -   62.58 ,    4.9 ,  5.61  
4188,                    ,  2  5 43.555089 ,  +17 38 59.88611 , -   13.39 , -   27.77 ,    9.7 ,  8.20  
4189,                    ,  2  5 55.050356 ,  + 5 18 20.10914 , +    0.58 , -    2.57 ,    6.3 ,  8.67  
4190,                    ,  2  6 14.363870 ,  -39 32 20.02961 , +    0.64 , -   10.63 ,    2.4 ,  7.08  
4192,                    ,  2  7  2.542086 ,  - 8 36 22.89456 , +   55.46 , -   21.38 ,    4.5 ,  6.64  
4193,                    ,  2  7 40.580513 ,  -33 27 14.88395 , +    9.11 , +   23.22 ,    7.8 ,  9.21  
4194,                    ,  2  7 43.853149 ,  -57 11 40.77012 , -    9.07 , -   51.10 ,    3.9 ,  7.88  
4195,                    ,  2  8  7.243830 ,  +11 11 25.73958 , +    9.08 , +    5.15 ,    3.8 ,  7.75  
4196,                    ,  2  8  8.664088 ,  -27 34 16.69044 , +   60.38 , +    6.14 ,    9.4 ,  7.23  
4197,                    ,  2  8 10.682023 ,  +69 52 52.40450 , -   13.88 , +    2.06 ,    3.6 ,  8.30  
2145, 58 And             ,  2  8 29.260246 ,  +37 51 32.68011 , +  154.84 , -   43.43 ,   16.4 ,  4.78  
4198,                    ,  2  9  4.758048 ,  -22 59 24.16454 , +   17.70 , +    4.94 ,    1.8 ,  7.27  
3943,                    ,  2  9 25.312246 ,  +81 17 45.40383 , -   34.23 , +    7.13 ,   14.6 ,  6.05  
2147,                    ,  2  9 34.801213 ,  -24 20 44.82766 , -   31.29 , -   42.18 ,   16.0 ,  6.48  
4199,                    ,  2  9 46.558167 ,  +13 10 32.99399 , -   10.44 , +    2.55 ,    6.3 ,  7.73  
4200,                    ,  2  9 59.496335 ,  -72 29 42.49847 , +    8.09 , +    5.02 ,    3.0 ,  8.40  
2146,                    ,  2 10  7.750878 ,  +53 50 35.12823 , +   26.00 , -   45.25 ,    5.5 ,  6.31  
2154,                    ,  2 10 24.228706 ,  -76 37 25.33714 , +  117.21 , +   10.46 ,   12.1 ,  6.66  
4201,                    ,  2 10 35.329451 ,  -35 30 36.56073 , -    8.10 , +    0.62 ,    2.9 ,  7.80  
4202,                    ,  2 10 45.571929 ,  -12 55 35.93143 , -    8.48 , -    8.33 ,    8.0 ,  7.42  
2150,                    ,  2 11 22.226719 ,  -10  3  7.77947 , -   26.84 , -  170.72 ,   20.0 ,  6.00  
2148, 5 Tri              ,  2 11 25.022733 ,  +31 31 35.02788 , +   35.23 , -   10.62 ,    6.7 ,  6.24  
2151, 63 Cet             ,  2 11 35.835333 ,  - 1 49 31.54410 , -   10.66 , -   33.02 ,    9.2 ,  5.94  
2152,                    ,  2 11 54.306357 ,  -47 10 13.30370 , -   16.63 , -   42.72 ,    1.9 ,  6.82  
2149,                    ,  2 13 21.145465 ,  +74  1 39.79323 , +   47.25 , -   37.01 ,    7.4 ,  6.25  
4204,                    ,  2 13 29.319985 ,  +40 47 24.72795 , +   18.31 , -   16.70 ,    9.7 ,  7.37  
4205,                    ,  2 14 26.423064 ,  +68  7 38.50153 , -   15.32 , +    3.09 ,    6.4 ,  8.08  
2155,                    ,  2 14 37.981209 ,  +28 41 28.27659 , +  158.30 , -   97.84 ,   16.8 ,  6.35  
4206,                    ,  2 15 25.020921 ,  -50 53 14.08126 , +    0.93 , -   54.88 ,    4.4 ,  7.90  
4207,                    ,  2 15 27.337993 ,  +27 21 26.13787 , +  287.06 , -  138.82 ,   26.8 ,  8.12  
4210,                    ,  2 16 29.297904 ,  -43 15 41.39288 , +   19.89 , -   15.23 ,    2.4 ,  7.61  
4211,                    ,  2 16 46.628863 ,  +29 57  2.54302 , +   18.15 , -   15.10 ,     .8 ,  8.65  
2156,                    ,  2 17 10.440753 ,  +23 46  4.20172 , -   30.94 , -   39.90 ,    6.7 ,  6.53  
2157, 8 Per              ,  2 17 59.888065 ,  +57 53 59.35262 , +   61.13 , +    4.87 ,    8.6 ,  5.75  
4213,                    ,  2 18  9.332901 ,  +45 12 37.33747 , +    2.46 , -    6.68 ,    1.4 ,  8.10  
4214,                    ,  2 18 34.457177 ,  +21 53 51.17640 , +   36.94 , -   21.34 ,    4.0 ,  7.79  
4215,                    ,  2 19  6.400905 ,  -82 57 14.52538 , +   18.35 , -    7.25 ,    3.8 ,  7.82  
4216,                    ,  2 19 40.776607 ,  - 4 20 44.07344 , +   30.39 , +    1.98 ,    5.9 ,  6.50  
4218,                    ,  2 21 57.050389 ,  -49 31 13.92372 , -    8.41 , +   28.77 ,    3.9 ,  7.37  
4219,                    ,  2 22   .854606 ,  + 4 44 48.32915 , -   19.57 , +   79.79 ,   25.2 ,  8.26  
2162,                    ,  2 22 11.750698 ,  -43 11 59.32246 , +   60.52 , +   43.37 ,    7.3 ,  6.30  
2160, 70 Cet             ,  2 22 12.396041 ,  - 0 53  5.47421 , -   18.51 , -   46.72 ,   11.6 ,  5.42  
4221,                    ,  2 22 56.652474 ,  + 8 32 43.65061 , +   22.09 , -    4.46 ,    7.0 ,  7.62  
4222,                    ,  2 23  9.086014 ,  -56 32 40.33820 , +   21.33 , +   33.84 ,    2.6 ,  8.70  
4223,                    ,  2 23 17.323253 ,  +38 15  9.83964 , +    3.31 , -    5.01 ,    2.9 ,  7.13  
2163,                    ,  2 24 20.117140 ,  -25 50 50.85972 , +   31.98 , +   15.37 ,    6.0 ,  6.45  
4224,                    ,  2 24 45.614176 ,  -28 39  5.38169 , +  119.53 , -   35.25 ,   11.8 ,  7.91  
2164, xi Ari             ,  2 24 49.056833 ,  +10 36 38.01890 , +   20.56 , -   15.34 ,    5.4 ,  5.48  
4225,                    ,  2 25 27.955848 ,  +32 24 27.64437 , +   16.91 , -    7.72 ,    2.5 ,  7.19  
2166,                    ,  2 26 16.245272 ,  + 6 17 33.18287 , +   87.06 , -   50.72 ,   22.3 ,  6.79  
2167,                    ,  2 26 35.217369 ,  -20  2 33.42319 , +   85.77 , +  101.21 ,   11.4 ,  5.89  
4227,                    ,  2 26 56.231741 ,  +74 35   .12278 , +    5.32 , -   11.61 ,    1.1 ,  8.02  
4228,                    ,  2 27 28.470273 ,  -75 44 25.26676 , +    5.63 , +   32.74 ,    4.5 ,  7.10  
2168, phi For            ,  2 28  1.703117 ,  -33 48 39.74415 , +   18.64 , +    5.11 ,   21.3 ,  5.13  
2170,                    ,  2 28  4.385385 ,  -64 17 59.16575 , +   34.31 , +    6.19 ,    8.4 ,  6.35  
4229,                    ,  2 28  7.992671 ,  +80 37  2.58096 , -    8.31 , -    0.36 ,    3.0 ,  8.41  
4230,                    ,  2 28 52.909471 ,  -40 26  7.08044 , +   14.44 , -    6.05 ,    3.5 ,  8.02  
2169,                    ,  2 29 46.137981 ,  +46  1 54.53516 , +   44.76 , -   76.73 ,    5.7 ,  6.71  
4231,                    ,  2 29 58.557406 ,  +57 49 14.57758 , +    0.22 , +    0.28 ,     .4 ,  7.23  
4232,                    ,  2 30  5.854170 ,  -16 58 39.55726 , -    2.74 , -    3.06 ,    2.8 ,  8.46  
2172, 26 Ari             ,  2 30 38.417782 ,  +19 51 19.09253 , +   80.44 , -   34.89 ,   14.4 ,  6.14  
2173,                    ,  2 31 30.095733 ,  + 2 16  1.86499 , +   22.95 , -    9.09 ,    6.8 ,  5.27  
2175,                    ,  2 33 58.465333 ,  +71 17 39.31978 , +   60.90 , -   65.65 ,    9.6 ,  6.55  
4233,                    ,  2 34 25.942648 ,  +11 36 17.32530 , +   35.71 , -   28.59 ,    7.9 ,  6.98  
2174,                    ,  2 34 30.698301 ,  +76 43  5.34136 , +   71.61 , -   51.02 ,    2.5 ,  6.75  
4234,                    ,  2 34 35.853137 ,  -21 55 50.05138 , -   30.93 , -   90.39 ,    6.0 ,  7.02  
4235,                    ,  2 34 38.708970 ,  +24 53 33.93322 , +   63.84 , -   24.08 ,    8.1 ,  8.37  
4236,                    ,  2 34 39.265131 ,  +22 58  4.33136 , -    8.52 , -   24.32 ,    5.5 ,  8.45  
4237,                    ,  2 35 19.928844 ,  - 3 33 38.16906 , -  156.00 , -  437.29 ,   27.8 ,  6.83  
4238,                    ,  2 35 33.929673 ,  +44 38 24.04252 , +    6.53 , -    9.29 ,    3.2 ,  7.56  
4239,                    ,  2 35 42.336492 ,  -85  1  1.24828 , -    7.35 , -    9.20 ,    4.9 ,  7.22  
4241,                    ,  2 36 51.545473 ,  -79 48 50.36585 , -   11.20 , -    3.92 ,    3.9 ,  7.66  
2178,                    ,  2 37 36.068203 ,  +65 44 43.20847 , +   43.24 , -    9.07 ,    4.0 ,  5.80  
2180, 81 Cet             ,  2 37 41.800635 ,  - 3 23 46.23412 , +   39.55 , -   44.65 ,   10.2 ,  5.65  
2181,                    ,  2 37 44.419819 ,  -22 59 30.84599 , +    2.61 , +   41.71 ,    5.0 ,  6.77  
2183, iota^2 For         ,  2 38 18.662102 ,  -30 11 38.62217 , +   98.43 , -   73.63 ,   27.9 ,  5.84  
4242,                    ,  2 38 30.990245 ,  -44 42 27.60642 , -   21.28 , -    6.64 ,    2.9 ,  7.86  
4243,                    ,  2 38 36.071258 ,  - 7 31 48.60159 , +    3.37 , -    7.14 ,    8.5 ,  8.63  
4245,                    ,  2 39 23.752309 ,  -14 17 21.47005 , +   32.43 , -  198.58 ,   12.6 ,  7.98  
4246,                    ,  2 39 26.145260 ,  -25 34  8.63215 , +   21.16 , +   10.03 ,    2.0 ,  7.58  
4247,                    ,  2 39 46.935752 ,  -35  1 27.52234 , +    1.63 , +    6.33 ,    1.6 ,  7.34  
4248,                    ,  2 40  1.119483 ,  +62 36  7.17389 , +   29.71 , -   21.46 ,    5.9 ,  7.42  
2189,                    ,  2 42  8.443836 ,  -46 31 27.98611 , +   10.14 , -   94.05 ,   24.4 ,  6.09  
2188, 11 Per             ,  2 43  2.838126 ,  +55  6 21.67358 , +   34.79 , -   20.84 ,    7.7 ,  5.76  
2190, 36 Ari             ,  2 44 19.112767 ,  +17 45 50.13719 , +   36.83 , -   36.17 ,    7.8 ,  6.40  
4251,                    ,  2 44 59.710421 ,  +54 57 53.04869 , -    5.58 , -    0.14 ,    1.0 ,  8.99  
2191, zeta Hyi           ,  2 45 32.634854 ,  -67 36 59.82174 , +   66.76 , +   43.96 ,   11.0 ,  4.83  
4252,                    ,  2 46 14.608399 ,  + 5 35 33.32564 , +   73.68 , -   44.83 ,   15.8 ,  7.88  
4253,                    ,  2 46 58.322297 ,  +35 59   .68058 , +   53.88 , -    4.40 ,    7.9 ,  6.27  
4254,                    ,  2 47 23.008415 ,  + 9 18 27.73637 , +    3.93 , -   59.35 ,    4.7 ,  7.68  
4255,                    ,  2 47 55.922640 ,  -12 27 38.32382 , -    1.72 , -   46.87 ,    4.0 ,  6.63  
4256,                    ,  2 48  5.434158 ,  -39 48 12.41931 , -    1.68 , +    7.92 ,    2.7 ,  8.67  
4257,                    ,  2 48 20.022705 ,  +20  0 36.71688 , +   12.87 , -    6.37 ,    6.1 ,  8.38  
4258,                    ,  2 48 44.421628 ,  -73 50 29.40675 , -    5.25 , +   27.46 ,    3.5 ,  6.94  
4259,                    ,  2 48 52.370769 ,  -46 20 48.97991 , +   26.69 , +   16.40 ,   15.1 ,  7.74  
2196, nu Hor             ,  2 49  1.487243 ,  -62 48 23.47814 , +   94.24 , +   28.95 ,   19.7 ,  5.25  
2193,                    ,  2 49 37.893064 ,  + 0 55 15.50814 , +   22.15 , -   24.87 ,    7.9 ,  6.82  
4260,                    ,  2 50 12.981656 ,  +13 42 37.69035 , +   59.25 , -    8.08 ,   12.0 ,  8.14  
2199, nu Hyi             ,  2 50 28.459417 ,  -75  4  1.01269 , -   34.21 , -   27.52 ,    9.9 ,  4.76  
2194, 16 Per             ,  2 50 35.059837 ,  +38 19  7.12197 , +  195.87 , -  108.38 ,   25.5 ,  4.22  
4261,                    ,  2 51 21.826048 ,  -55  4 29.00657 , +   11.52 , +   21.90 ,   10.3 ,  8.33  
4262,                    ,  2 51 22.600072 ,  -30 26 14.87410 , +   79.34 , -   48.18 ,   14.0 ,  7.57  
2198, 17 Per             ,  2 51 30.837435 ,  +35  3 35.06629 , +    9.14 , -   63.17 ,    7.9 ,  4.56  
2197,                    ,  2 51 41.730173 ,  +46 50 30.98298 , -   26.07 , -   25.64 ,    8.2 ,  5.86  
2200, psi For            ,  2 53 34.397036 ,  -38 26 13.21518 , +   58.82 , +   34.05 ,   16.8 ,  5.93  
2202,                    ,  2 54  6.469944 ,  -50 52 17.04494 , -    2.16 , +    7.43 ,    2.9 ,  6.22  
4264,                    ,  2 55 24.914924 ,  +37 59 57.74485 , -    2.24 , -    6.48 ,     .6 ,  8.46  
4265,                    ,  2 55 27.488190 ,  -51 15 38.56202 , +   45.78 , -    3.22 ,    8.7 ,  8.36  
4266,                    ,  2 55 43.349398 ,  -61 27 46.23238 , +    7.79 , +    9.53 ,    1.7 ,  8.03  
4267,                    ,  2 55 55.391056 ,  +41 48 24.45228 , +   12.32 , -   20.45 ,    6.2 ,  7.92  
4268,                    ,  2 56 48.451175 ,  -35 22 40.04713 , -   13.17 , +    2.10 ,    6.3 ,  6.58  
2206,                    ,  2 57  4.573340 ,  + 4 30  3.70105 , +   17.59 , +   23.62 ,    5.8 ,  6.15  
2205, 21 Per             ,  2 57 17.282721 ,  +31 56  3.19283 , +    3.25 , -   30.48 ,    8.4 ,  5.10  
4269,                    ,  2 57 28.651013 ,  +16 17 37.35327 , +   75.30 , -   40.35 ,    7.2 ,  6.90  
2208,                    ,  2 57 36.766392 ,  -55  0 47.65785 , +   43.63 , +   44.97 ,   11.9 ,  6.74  
4270,                    ,  2 58 22.943519 ,  +72 40 22.05801 , +   20.57 , -   25.71 ,    3.7 ,  7.74  
4271,                    ,  2 58 33.474967 ,  -37 59 32.32675 , +   26.86 , +    2.45 ,    3.4 ,  7.63  
2207, pi Per             ,  2 58 45.670311 ,  +39 39 45.81059 , +   26.16 , -   42.07 ,   10.0 ,  4.68  
2212, beta Hor           ,  2 58 47.796170 ,  -64  4 16.62792 , +   22.60 , +    4.77 ,   10.4 ,  4.98  
2210,                    ,  2 58 59.070134 ,  -43 44 53.98609 , +   51.96 , -  167.02 ,   25.6 ,  7.39  
2211,                    ,  2 59 38.304671 ,  -32 30 25.91038 , +    7.29 , +    9.92 ,    7.9 ,  6.32  
2209, 5 Eri              ,  2 59 41.160121 ,  - 2 27 53.83297 , -    4.00 , -   21.66 ,    9.7 ,  5.56  
4272,                    ,  2 59 55.391951 ,  -13 41   .38114 , +    5.26 , +    7.35 ,    4.9 ,  7.06  
4273,                    ,  2 59 58.086208 ,  +26 53 19.09315 , +   38.80 , -   18.66 ,    2.2 ,  8.47  
4274,                    ,  3  0 10.961204 ,  +25 14 44.79997 , -   13.69 , -    7.45 ,    3.7 ,  8.48  
4275,                    ,  3  0 36.384029 ,  +22 49 44.38497 , +    0.75 , +   10.24 ,    6.8 ,  7.13  
2213,                    ,  3  0 44.140660 ,  +10 52 13.39802 , +   79.89 , -   34.39 ,    7.3 ,  5.93  
4276,                    ,  3  0 48.418942 ,  -20 41 37.45079 , +   10.67 , +    3.69 ,    3.2 ,  7.35  
4277,                    ,  3  1 20.519213 ,  - 8 24 31.40653 , -    5.22 , -   25.36 ,    4.9 ,  9.38  
2215, epsilon For        ,  3  1 37.635352 ,  -28  5 29.59599 , +  279.87 , -  441.21 ,   32.9 ,  5.88  
4278,                    ,  3  1 51.840127 ,  -69 41  2.31273 , +   61.33 , +    3.88 ,    2.4 ,  7.72  
2214, 49 Ari             ,  3  1 54.141258 ,  +26 27 44.47024 , -   14.02 , +    4.52 ,   15.2 ,  5.91  
2216,                    ,  3  1 56.119177 ,  - 9 57 41.05870 , +   43.86 , -    4.90 ,   11.5 ,  5.84  
4279,                    ,  3  4  6.188874 ,  - 5 14 35.97604 , -    7.36 , -    0.43 ,     .2 ,  7.18  
2218,                    ,  3  4 38.066885 ,  + 1 51 48.97707 , +   26.27 , -    0.35 ,    9.6 ,  6.05  
4280,                    ,  3  4 50.730264 ,  +46 20 14.55577 , -   14.67 , -   15.98 ,    4.8 ,  8.73  
4281,                    ,  3  5 15.048543 ,  + 0 51 11.37429 , +   43.30 , -   30.53 ,   13.1 ,  8.32  
2217,                    ,  3  5 32.411244 ,  +56 42 20.58229 , -   13.64 , +   69.60 ,   15.9 ,  4.77  
4283,                    ,  3  6 15.116129 ,  +85 51 48.87715 , -    9.62 , +    2.54 ,    3.2 ,  8.79  
2220,                    ,  3  6 23.685995 ,  +13 11 14.10151 , -    2.63 , -   62.63 ,   10.2 ,  5.64  
4284,                    ,  3  7 12.817437 ,  - 1 48  9.90193 , -   19.03 , -   15.78 ,    1.7 ,  6.95  
4285,                    ,  3  8 21.109074 ,  +18 47 42.17975 , +   37.97 , -   15.46 ,    5.7 ,  6.24  
4286,                    ,  3  8 52.445591 ,  -24 53 15.53137 , +  226.34 , +  136.57 ,   33.1 ,  7.29  
4287,                    ,  3  9 13.541703 ,  -26 42 56.38910 , +    9.60 , +   10.34 ,    6.9 ,  7.66  
4288,                    ,  3  9 33.815971 ,  -31 15 11.96777 , +   15.76 , +   33.71 ,    3.0 ,  8.09  
4289,                    ,  3  9 35.491611 ,  -18  3 56.15236 , +   11.62 , -    4.91 ,    1.3 ,  8.97  
2223,                    ,  3 10  3.982833 ,  -50 49 56.57236 , +   98.51 , +   28.94 ,   12.8 ,  7.57  
4290,                    ,  3 10 11.151081 ,  +68 21 46.52523 , +   13.44 , -   10.74 ,    2.4 ,  8.94  
4291,                    ,  3 10 52.272542 ,  +32 13 35.36360 , +   52.03 , -   17.73 ,    5.2 ,  7.26  
4292,                    ,  3 11   .186620 ,  +53  8 35.86549 , -    4.66 , -   12.03 ,    8.1 ,  7.37  
4293,                    ,  3 11 31.711111 ,  +60 38  6.43221 , +    7.11 , -   19.97 ,    7.0 ,  7.31  
2222,                    ,  3 11 56.269781 ,  +74 23 37.17050 , +   14.42 , -   86.52 ,   20.1 ,  4.85  
4294,                    ,  3 12 56.602159 ,  -42 22 26.31047 , +   36.09 , +   34.18 ,    7.8 ,  8.26  
4295,                    ,  3 13  8.760207 ,  +25 30 54.31013 , +   14.86 , -    9.32 ,    5.1 ,  8.60  
4296,                    ,  3 13 54.901534 ,  - 6 39 52.98095 , +   74.27 , -  138.47 ,   11.5 ,  7.74  
